,F,R,S,V
235358,7.0,lallegriarestaurant,10.0,1.0
233576,7.0,latelierdejoelrobuchonfourseasonshotelnewyork,9.0,1.0
235362,7.0,latelierdejoelrobuchonfourseasonshotelnewyork,10.0,1.0
233585,7.0,lecolerestaurantofthefrenchculinaryinstitute,9.0,1.0
235371,7.0,lecolerestaurantofthefrenchculinaryinstitute,10.0,1.0
233586,7.0,legendsnewyorkcity,9.0,1.0
235372,7.0,legendsnewyorkcity,10.0,1.0
233588,7.0,leshallesparkavenue,9.0,1.0
235374,7.0,leshallesparkavenue,10.0,1.0
233595,7.0,lobbyloungeatmandarinorientalnewyork,9.0,1.0
235378,7.0,lobbyloungeatmandarinorientalnewyork,10.0,1.0
233604,7.0,lunapienaristorante,9.0,1.0
235384,7.0,lunapienaristorante,10.0,1.0
244553,7.0,lunapienaristorante,1.0,1.0
233610,7.0,macaotradingcompany,9.0,1.0
234637,7.0,macaotradingcompany,11.0,1.0
235388,7.0,macaotradingcompany,10.0,1.0
241925,7.0,macaotradingcompany,7.0,1.0
233637,7.0,mccormickschmicksseafoodnewyork,9.0,1.0
235408,7.0,mccormickschmicksseafoodnewyork,10.0,1.0
19942,0.0,mimascubanfusion,10.0,0.0
233655,7.0,mimascubanfusion,9.0,1.0
234681,7.0,mimascubanfusion,11.0,1.0
233657,7.0,mindysatthenewyorkhelmsleyhotel,9.0,1.0
235424,7.0,mindysatthenewyorkhelmsleyhotel,10.0,1.0
233669,7.0,morimotonewyork,9.0,1.0
235429,7.0,morimotonewyork,10.0,1.0
233671,7.0,mortonsthesteakhousemidtownmanhattan,9.0,1.0
235431,7.0,mortonsthesteakhousemidtownmanhattan,10.0,1.0
233672,7.0,mrchow57th,9.0,1.0
235432,7.0,mrchow57th,10.0,1.0
233676,7.0,mrwest,9.0,1.0
235436,7.0,mrwest,10.0,1.0
233679,7.0,muralson54thewarwicknewyorkhotel,9.0,1.0
235437,7.0,muralson54thewarwicknewyorkhotel,10.0,1.0
233682,7.0,nankingmanhattan,9.0,1.0
235439,7.0,nankingmanhattan,10.0,1.0
233684,7.0,natsumirestaurant,9.0,1.0
234695,7.0,natsumirestaurant,11.0,1.0
235441,7.0,natsumirestaurant,10.0,1.0
233689,7.0,nickstefs,9.0,1.0
235446,7.0,nickstefs,10.0,1.0
237491,7.0,nickstefs,5.0,1.0
233690,7.0,nikkimidtown,9.0,1.0
235448,7.0,nikkimidtown,10.0,1.0
233691,7.0,ninja,9.0,1.0
235449,7.0,ninja,10.0,1.0
237497,7.0,ninja,5.0,1.0
244887,7.0,ninja,1.0,1.0
233692,7.0,ninos208,9.0,1.0
235451,7.0,ninos208,10.0,1.0
237499,7.0,ninos208,5.0,1.0
240549,7.0,ninos208,6.0,1.0
233696,7.0,nisosmediterraneancuisine,9.0,1.0
235455,7.0,nisosmediterraneancuisine,10.0,1.0
233697,7.0,nizzanyc,9.0,1.0
235456,7.0,nizzanyc,10.0,1.0
233698,7.0,nolitahouserestaurant,9.0,1.0
235457,7.0,nolitahouserestaurant,10.0,1.0
233700,7.0,normasatleparkermeridien,9.0,1.0
235458,7.0,normasatleparkermeridien,10.0,1.0
244913,7.0,normasatleparkermeridien,1.0,1.0
233702,7.0,nougatineatjeangeorges,9.0,1.0
235460,7.0,nougatineatjeangeorges,10.0,1.0
233703,7.0,novecentonewyork,9.0,1.0
235461,7.0,novecentonewyork,10.0,1.0
233708,7.0,oldhomesteadrestaurant,9.0,1.0
235466,7.0,oldhomesteadrestaurant,10.0,1.0
233717,7.0,oscarsatthewaldorfastoria,9.0,1.0
235478,7.0,oscarsatthewaldorfastoria,10.0,1.0
233733,7.0,papillonbistroandbar,9.0,1.0
234720,7.0,papillonbistroandbar,11.0,1.0
235491,7.0,papillonbistroandbar,10.0,1.0
233737,7.0,pashanyc,9.0,1.0
235496,7.0,pashanyc,10.0,1.0
233744,7.0,perillarestaurant,9.0,1.0
234730,7.0,perillarestaurant,11.0,1.0
235505,7.0,perillarestaurant,10.0,1.0
233749,7.0,petrossiannewyork,9.0,1.0
235512,7.0,petrossiannewyork,10.0,1.0
233758,7.0,planethailand212,9.0,1.0
235518,7.0,planethailand212,10.0,1.0
237731,7.0,planethailand212,5.0,1.0
240676,7.0,planethailand212,6.0,1.0
245192,7.0,planethailand212,1.0,1.0
233759,7.0,plataformachurrascaria,9.0,1.0
235519,7.0,plataformachurrascaria,10.0,1.0
233760,7.0,plungebar,9.0,1.0
235520,7.0,plungebar,10.0,1.0
233772,7.0,providencenyc,9.0,1.0
235528,7.0,providencenyc,10.0,1.0
233774,7.0,publichousenewyork,9.0,1.0
235530,7.0,publichousenewyork,10.0,1.0
233790,7.0,redrestaurant,9.0,1.0
235542,7.0,redrestaurant,10.0,1.0
233805,7.0,rodeobargrill,9.0,1.0
237845,7.0,rodeobargrill,5.0,1.0
233806,7.0,rosamexicanofirstavenue,9.0,1.0
235551,7.0,rosamexicanofirstavenue,10.0,1.0
239340,7.0,rosamexicanofirstavenue,8.0,1.0
240727,7.0,rosamexicanofirstavenue,6.0,1.0
233807,7.0,rosamexicanolincolncenter,9.0,1.0
234756,7.0,rosamexicanolincolncenter,11.0,1.0
235552,7.0,rosamexicanolincolncenter,10.0,1.0
240728,7.0,rosamexicanolincolncenter,6.0,1.0
233808,7.0,rosamexicanounionsquare,9.0,1.0
235553,7.0,rosamexicanounionsquare,10.0,1.0
233812,7.0,rothmannssteakhousenyc,9.0,1.0
235557,7.0,rothmannssteakhousenyc,10.0,1.0
233818,7.0,russiantearoomnyc,9.0,1.0
235563,7.0,russiantearoomnyc,10.0,1.0
233819,7.0,ruthschrissteakhousenewyorkcitymidtown,9.0,1.0
235564,7.0,ruthschrissteakhousenewyorkcitymidtown,10.0,1.0
233831,7.0,sandomenicony,9.0,1.0
235571,7.0,sandomenicony,10.0,1.0
233832,7.0,sanctuaryt,9.0,1.0
235572,7.0,sanctuaryt,10.0,1.0
237905,7.0,sanctuaryt,5.0,1.0
239362,7.0,sanctuaryt,8.0,1.0
245470,7.0,sanctuaryt,1.0,1.0
233833,7.0,sangria46,9.0,1.0
234768,7.0,sangria46,11.0,1.0
235573,7.0,sangria46,10.0,1.0
237910,7.0,sangria46,5.0,1.0
240762,7.0,sangria46,6.0,1.0
245477,7.0,sangria46,1.0,1.0
233840,7.0,scalettarestaurant,9.0,1.0
234774,7.0,scalettarestaurant,11.0,1.0
235580,7.0,scalettarestaurant,10.0,1.0
233848,7.0,seppisrestobar,9.0,1.0
235587,7.0,seppisrestobar,10.0,1.0
233851,7.0,serafinaatthetimehotel,9.0,1.0
235590,7.0,serafinaatthetimehotel,10.0,1.0
233856,7.0,shulassteakhouseny,9.0,1.0
235593,7.0,shulassteakhouseny,10.0,1.0
233861,7.0,shunleewest,9.0,1.0
234784,7.0,shunleewest,11.0,1.0
235596,7.0,shunleewest,10.0,1.0
237992,7.0,shunleewest,5.0,1.0
239390,7.0,shunleewest,8.0,1.0
240814,7.0,shunleewest,6.0,1.0
245588,7.0,shunleewest,1.0,1.0
233864,7.0,sinigualny,9.0,1.0
235598,7.0,sinigualny,10.0,1.0
233867,7.0,smithwollenskynewyork,9.0,1.0
235600,7.0,smithwollenskynewyork,10.0,1.0
233869,7.0,smokejazzclub,9.0,1.0
234788,7.0,smokejazzclub,11.0,1.0
235601,7.0,smokejazzclub,10.0,1.0
233870,7.0,smorgaschefmidtown,9.0,1.0
235603,7.0,smorgaschefmidtown,10.0,1.0
233871,7.0,smorgaschefscandinaviahouse,9.0,1.0
235602,7.0,smorgaschefscandinaviahouse,10.0,1.0
233872,7.0,smorgaschefwallstreet,9.0,1.0
235604,7.0,smorgaschefwallstreet,10.0,1.0
233873,7.0,smorgaschefwestvillage,9.0,1.0
235605,7.0,smorgaschefwestvillage,10.0,1.0
233877,7.0,solysombramanhattan,9.0,1.0
235606,7.0,solysombramanhattan,10.0,1.0
233879,7.0,sombreromexican,9.0,1.0
234793,7.0,sombreromexican,11.0,1.0
235608,7.0,sombreromexican,10.0,1.0
233890,7.0,strada57,9.0,1.0
235619,7.0,strada57,10.0,1.0
233897,7.0,sushiofgari46,9.0,1.0
235623,7.0,sushiofgari46,10.0,1.0
238114,7.0,sushiofgari46,5.0,1.0
240892,7.0,sushiofgari46,6.0,1.0
245751,7.0,sushiofgari46,1.0,1.0
233902,7.0,swizzrestaurant,9.0,1.0
235628,7.0,swizzrestaurant,10.0,1.0
233906,7.0,tacocinarestaurant,9.0,1.0
235631,7.0,tacocinarestaurant,10.0,1.0
233907,7.0,taginedininggallerylounge,9.0,1.0
235632,7.0,taginedininggallerylounge,10.0,1.0
233908,7.0,tajnewyork,9.0,1.0
235633,7.0,tajnewyork,10.0,1.0
233909,7.0,talayrestaurant,9.0,1.0
234882,7.0,talayrestaurant,11.0,1.0
235634,7.0,talayrestaurant,10.0,1.0
201633,6.0,taliassteakhousebar,4.0,0.0
233911,7.0,taliassteakhousebar,9.0,1.0
234883,7.0,taliassteakhousebar,11.0,1.0
238160,7.0,taliassteakhousebar,5.0,1.0
233923,7.0,theartinstituteofnewyorkonehudsonsquare,9.0,1.0
235643,7.0,theartinstituteofnewyorkonehudsonsquare,10.0,1.0
233925,7.0,theboxnycspandora,9.0,1.0
235644,7.0,theboxnycspandora,10.0,1.0
233928,7.0,thecenterroom,9.0,1.0
234893,7.0,thecenterroom,11.0,1.0
235646,7.0,thecenterroom,10.0,1.0
20154,0.0,theeurestaurant,10.0,0.0
233929,7.0,theeurestaurant,9.0,1.0
233943,7.0,themermaidinnuptown,9.0,1.0
235656,7.0,themermaidinnuptown,10.0,1.0
233944,7.0,themodernbarroom,9.0,1.0
235657,7.0,themodernbarroom,10.0,1.0
233945,7.0,themoderndiningroom,9.0,1.0
234897,7.0,themoderndiningroom,11.0,1.0
235658,7.0,themoderndiningroom,10.0,1.0
233947,7.0,themondayroom,9.0,1.0
235659,7.0,themondayroom,10.0,1.0
233948,7.0,theoakroomattheplazahotel,9.0,1.0
235660,7.0,theoakroomattheplazahotel,10.0,1.0
233953,7.0,thepalmnycone,9.0,1.0
235663,7.0,thepalmnycone,10.0,1.0
233955,7.0,thepalmnyctoo,9.0,1.0
235664,7.0,thepalmnyctoo,10.0,1.0
233956,7.0,thepalmnycwestside,9.0,1.0
235665,7.0,thepalmnycwestside,10.0,1.0
233963,7.0,theroundtableatthealgonquinhotel,9.0,1.0
235669,7.0,theroundtableatthealgonquinhotel,10.0,1.0
233966,7.0,theviewrestaurant,9.0,1.0
234912,7.0,theviewrestaurant,11.0,1.0
235672,7.0,theviewrestaurant,10.0,1.0
233970,7.0,thewestbranch,9.0,1.0
235674,7.0,thewestbranch,10.0,1.0
238287,7.0,thewestbranch,5.0,1.0
240981,7.0,thewestbranch,6.0,1.0
233977,7.0,tonysdinapolimidtown,9.0,1.0
234920,7.0,tonysdinapolimidtown,11.0,1.0
235679,7.0,tonysdinapolimidtown,10.0,1.0
220826,7.0,trinityplace,0.0,1.0
233991,7.0,trinityplace,9.0,1.0
235688,7.0,trinityplace,10.0,1.0
238345,7.0,trinityplace,5.0,1.0
246021,7.0,trinityplace,1.0,1.0
35899,1.0,twotimessquare,0.0,0.0
233995,7.0,twotimessquare,9.0,1.0
235690,7.0,twotimessquare,10.0,1.0
242428,7.0,twotimessquare,7.0,1.0
233997,7.0,tyfourseasonsnewyork,9.0,1.0
235691,7.0,tyfourseasonsnewyork,10.0,1.0
233999,7.0,unclejackssteakhousemidtown,9.0,1.0
235692,7.0,unclejackssteakhousemidtown,10.0,1.0
234001,7.0,unclejackssteakhousewestside,9.0,1.0
235693,7.0,unclejackssteakhousewestside,10.0,1.0
220891,7.0,unionprime,0.0,1.0
234002,7.0,unionprime,9.0,1.0
235694,7.0,unionprime,10.0,1.0
238376,7.0,unionprime,5.0,1.0
242432,7.0,unionprime,7.0,1.0
234007,7.0,vairestaurant,9.0,1.0
235697,7.0,vairestaurant,10.0,1.0
204020,6.0,vinceandeddies,11.0,0.0
234029,7.0,vinceandeddies,9.0,1.0
235707,7.0,vinceandeddies,10.0,1.0
241040,7.0,vinceandeddies,6.0,1.0
234031,7.0,virgils,9.0,1.0
235708,7.0,virgils,10.0,1.0
234033,7.0,vongnewyork,9.0,1.0
235709,7.0,vongnewyork,10.0,1.0
234048,7.0,wolfgangssteakhousetribeca,9.0,1.0
235713,7.0,wolfgangssteakhousetribeca,10.0,1.0
246190,7.0,wolfgangssteakhousetribeca,1.0,1.0
234060,7.0,zereourestaurantandbar,9.0,1.0
235719,7.0,zereourestaurantandbar,10.0,1.0
171337,5.0,zoerestaurant,4.0,0.0
234067,7.0,zoerestaurant,9.0,1.0
235722,7.0,zoerestaurant,10.0,1.0
234078,7.0,212restaurantbar,11.0,1.0
234965,7.0,212restaurantbar,10.0,1.0
235747,7.0,212restaurantbar,5.0,1.0
234089,7.0,abitinos,11.0,1.0
241135,7.0,abitinos,7.0,1.0
234098,7.0,agatavalentinaristorante,11.0,1.0
242532,7.0,agatavalentinaristorante,1.0,1.0
234117,7.0,allenanddelancey,11.0,1.0
239592,7.0,allenanddelancey,6.0,1.0
234138,7.0,antonuccis,11.0,1.0
235003,7.0,antonuccis,10.0,1.0
234144,7.0,arabelleatthehotelplazaathenee,11.0,1.0
235008,7.0,arabelleatthehotelplazaathenee,10.0,1.0
20304,0.0,aurora,8.0,0.0
234167,7.0,aurora,11.0,1.0
235911,7.0,aurora,5.0,1.0
239651,7.0,aurora,6.0,1.0
242685,7.0,aurora,1.0,1.0
221412,7.0,bagicha,2.0,1.0
234180,7.0,bagicha,11.0,1.0
235937,7.0,bagicha,5.0,0.0
150131,4.0,bergdorfgoodman,1.0,0.0
234222,7.0,bergdorfgoodman,11.0,1.0
141591,4.0,bignick,11.0,0.0
242852,7.0,bignick,1.0,1.0
234234,7.0,blairperronesteakhouse,11.0,1.0
242874,7.0,blairperronesteakhouse,1.0,0.0
234235,7.0,blockheadsburritos,11.0,1.0
242882,7.0,blockheadsburritos,1.0,1.0
234303,7.0,cafegray,11.0,1.0
238728,7.0,cafegray,8.0,1.0
234320,7.0,candela,11.0,1.0
243149,7.0,candela,1.0,1.0
234346,7.0,charliepalmersmetrazur,11.0,1.0
238764,7.0,charliepalmersmetrazur,8.0,1.0
243208,7.0,charliepalmersmetrazur,1.0,1.0
179597,5.0,chopsuey,7.0,0.0
234362,7.0,chopsuey,11.0,1.0
236366,7.0,chopsuey,5.0,0.0
239940,7.0,chopsuey,6.0,1.0
234395,7.0,coreonenineone,11.0,1.0
236419,7.0,coreonenineone,5.0,0.0
239971,7.0,coreonenineone,6.0,0.0
167579,5.0,decade,4.0,0.0
234429,7.0,decade,11.0,1.0
234459,7.0,earth,11.0,1.0
243556,7.0,earth,1.0,1.0
234462,7.0,elazteca,11.0,1.0
243596,7.0,elazteca,1.0,1.0
234470,7.0,englishisitalian,11.0,1.0
236619,7.0,englishisitalian,5.0,0.0
243656,7.0,englishisitalian,1.0,1.0
222091,7.0,fivenapkinburger,2.0,1.0
234494,7.0,fivenapkinburger,11.0,1.0
240113,7.0,fivenapkinburger,6.0,1.0
234502,7.0,franks,11.0,1.0
238913,7.0,franks,8.0,1.0
243778,7.0,franks,1.0,1.0
234506,7.0,frescobyscotto,11.0,1.0
236722,7.0,frescobyscotto,5.0,1.0
238918,7.0,frescobyscotto,8.0,1.0
240133,7.0,frescobyscotto,6.0,1.0
243790,7.0,frescobyscotto,1.0,1.0
234522,7.0,gobouppereastside,11.0,1.0
235265,7.0,gobouppereastside,10.0,1.0
234524,7.0,gordonramsay,11.0,1.0
238941,7.0,gordonramsay,8.0,1.0
234527,7.0,gramercy24,11.0,1.0
243896,7.0,gramercy24,1.0,1.0
234556,7.0,hurapankitchen,11.0,1.0
236904,7.0,hurapankitchen,5.0,0.0
244074,7.0,hurapankitchen,1.0,1.0
234635,7.0,lucylatinkitchen,11.0,1.0
239110,7.0,lucylatinkitchen,8.0,1.0
244544,7.0,lucylatinkitchen,1.0,1.0
234643,7.0,maloneyandporcelli,11.0,1.0
240437,7.0,maloneyandporcelli,6.0,1.0
234653,7.0,mayanewyork,11.0,1.0
235407,7.0,mayanewyork,10.0,1.0
218863,7.0,mondello,0.0,1.0
234684,7.0,mondello,11.0,1.0
234688,7.0,mrbroadwaykosherdeli,11.0,1.0
244807,7.0,mrbroadwaykosherdeli,1.0,1.0
234704,7.0,nolia,11.0,1.0
244905,7.0,nolia,1.0,1.0
234725,7.0,parkeastgrill,11.0,1.0
239253,7.0,parkeastgrill,8.0,1.0
234736,7.0,pier2110,11.0,1.0
237704,7.0,pier2110,5.0,0.0
245145,7.0,pier2110,1.0,1.0
234773,7.0,saurinparkecafe,11.0,1.0
245507,7.0,saurinparkecafe,1.0,1.0
234803,7.0,starbucks,11.0,1.0
245706,7.0,starbucks,1.0,1.0
234843,7.0,strada57ristorante,11.0,1.0
245714,7.0,strada57ristorante,1.0,1.0
234892,7.0,thecafecarlyle,11.0,1.0
235645,7.0,thecafecarlyle,10.0,1.0
239456,7.0,thecafecarlyle,8.0,1.0
220665,7.0,thepumpenergyfood,0.0,1.0
234903,7.0,thepumpenergyfood,11.0,1.0
239467,7.0,thepumpenergyfood,8.0,1.0
234931,7.0,urena,11.0,1.0
239496,7.0,urena,8.0,1.0
235069,7.0,bobbyvanssteakhouse54thstreet,10.0,1.0
238672,7.0,bobbyvanssteakhouse54thstreet,8.0,1.0
215978,7.0,bossanovabrazil,0.0,1.0
233256,7.0,bossanovabrazil,9.0,1.0
235079,7.0,bossanovabrazil,10.0,1.0
236121,7.0,bossanovabrazil,5.0,1.0
235239,7.0,firenze,10.0,1.0
241653,7.0,firenze,7.0,1.0
233446,7.0,fushawest,9.0,1.0
235251,7.0,fushawest,10.0,1.0
235357,7.0,labsinthebrasserie,10.0,1.0
240355,7.0,labsinthebrasserie,6.0,1.0
235359,7.0,landmarcatthetimewarnercenter,10.0,1.0
237165,7.0,landmarcatthetimewarnercenter,5.0,1.0
240358,7.0,landmarcatthetimewarnercenter,6.0,1.0
218531,7.0,lusso,0.0,1.0
233608,7.0,lusso,9.0,1.0
235387,7.0,lusso,10.0,1.0
237270,7.0,lusso,5.0,1.0
240426,7.0,lusso,6.0,1.0
241922,7.0,lusso,7.0,1.0
204797,6.0,zoetownhouse,10.0,0.0
241098,7.0,zoetownhouse,6.0,0.0
246269,7.0,zoetownhouse,1.0,0.0
238549,7.0,71irvingplace,8.0,1.0
242492,7.0,71irvingplace,1.0,1.0
238558,7.0,aixbrasserie,8.0,1.0
242536,7.0,aixbrasserie,1.0,0.0
235847,7.0,angelosofmulberrystreet,5.0,1.0
238583,7.0,angelosofmulberrystreet,8.0,1.0
242612,7.0,angelosofmulberrystreet,1.0,1.0
238589,7.0,aqcafe,8.0,1.0
242642,7.0,aqcafe,1.0,1.0
235924,7.0,azucar,5.0,1.0
238613,7.0,azucar,8.0,1.0
239660,7.0,azucar,6.0,1.0
238622,7.0,bao111,8.0,1.0
239678,7.0,bao111,6.0,0.0
242757,7.0,bao111,1.0,1.0
198039,6.0,chikaliciousdessertbar,4.0,0.0
238768,7.0,chikaliciousdessertbar,8.0,1.0
241441,7.0,chikaliciousdessertbar,7.0,1.0
238770,7.0,chinadepuebla,8.0,1.0
239929,7.0,chinadepuebla,6.0,0.0
243252,7.0,chinadepuebla,1.0,1.0
20528,0.0,degrezia,8.0,0.0
243461,7.0,degrezia,1.0,1.0
238839,7.0,dervishturkish,8.0,1.0
241537,7.0,dervishturkish,7.0,1.0
243480,7.0,dervishturkish,1.0,1.0
236511,7.0,desnuda,5.0,1.0
238840,7.0,desnuda,8.0,1.0
240021,7.0,desnuda,6.0,1.0
238856,7.0,doyersvietnamese,8.0,1.0
241567,7.0,doyersvietnamese,7.0,1.0
243534,7.0,doyersvietnamese,1.0,1.0
238867,7.0,elmalecon,8.0,1.0
241592,7.0,elmalecon,7.0,1.0
243612,7.0,elmalecon,1.0,1.0
236592,7.0,elparadorcafe,5.0,1.0
238868,7.0,elparadorcafe,8.0,1.0
240060,7.0,elparadorcafe,6.0,1.0
241594,7.0,elparadorcafe,7.0,1.0
238869,7.0,elpote,8.0,1.0
243618,7.0,elpote,1.0,1.0
236624,7.0,epicerie,5.0,1.0
238879,7.0,epicerie,8.0,1.0
243660,7.0,epicerie,1.0,1.0
238896,7.0,fiammaosteria,8.0,1.0
243720,7.0,fiammaosteria,1.0,1.0
236696,7.0,florent,5.0,0.0
238905,7.0,florent,8.0,1.0
243754,7.0,florent,1.0,0.0
236713,7.0,fredericks,5.0,1.0
238914,7.0,fredericks,8.0,1.0
238921,7.0,funkydiner,8.0,1.0
240140,7.0,funkydiner,6.0,1.0
243812,7.0,funkydiner,1.0,0.0
20708,0.0,jacquesimos,8.0,0.0
240265,7.0,jacquesimos,6.0,1.0
241760,7.0,jacquesimos,7.0,1.0
20709,0.0,jaipurs,8.0,0.0
236984,7.0,jaipurs,5.0,1.0
240266,7.0,jaipurs,6.0,1.0
236995,7.0,jerrys,5.0,0.0
239021,7.0,jerrys,8.0,1.0
244185,7.0,jerrys,1.0,0.0
239036,7.0,kampuchea,8.0,1.0
240297,7.0,kampuchea,6.0,1.0
237105,7.0,kwikmeal,5.0,1.0
239055,7.0,kwikmeal,8.0,1.0
244327,7.0,kwikmeal,1.0,1.0
239058,7.0,labergamote,8.0,1.0
241840,7.0,labergamote,7.0,1.0
244337,7.0,labergamote,1.0,1.0
239068,7.0,latour,8.0,1.0
244384,7.0,latour,1.0,1.0
239082,7.0,legamin,8.0,1.0
244432,7.0,legamin,1.0,1.0
239084,7.0,lemadeleine,8.0,1.0
241875,7.0,lemadeleine,7.0,1.0
244435,7.0,lemadeleine,1.0,0.0
237208,7.0,lezie2000,5.0,1.0
239089,7.0,lezie2000,8.0,1.0
240389,7.0,lezie2000,6.0,1.0
239100,7.0,littleowl,8.0,1.0
241904,7.0,littleowl,7.0,1.0
20803,0.0,loside,8.0,0.0
244534,7.0,loside,1.0,1.0
237394,7.0,mingalaburmese,5.0,1.0
239164,7.0,mingalaburmese,8.0,1.0
240499,7.0,mingalaburmese,6.0,1.0
244743,7.0,mingalaburmese,1.0,1.0
239166,7.0,mopitkins,8.0,1.0
244758,7.0,mopitkins,1.0,0.0
239195,7.0,newboky,8.0,1.0
242038,7.0,newboky,7.0,1.0
244855,7.0,newboky,1.0,1.0
239198,7.0,nice,8.0,1.0
244877,7.0,nice,1.0,1.0
239238,7.0,otto,8.0,1.0
242101,7.0,otto,7.0,1.0
244995,7.0,otto,1.0,1.0
239247,7.0,pampa,8.0,1.0
242116,7.0,pampa,7.0,1.0
239293,7.0,pizzeriadesanto,8.0,1.0
240673,7.0,pizzeriadesanto,6.0,0.0
245186,7.0,pizzeriadesanto,1.0,1.0
239295,7.0,poke,8.0,1.0
245205,7.0,poke,1.0,1.0
239301,7.0,positano,8.0,1.0
245231,7.0,positano,1.0,1.0
239305,7.0,provence,8.0,1.0
245259,7.0,provence,1.0,1.0
239309,7.0,pumpenergyfood,8.0,1.0
245270,7.0,pumpenergyfood,1.0,1.0
239315,7.0,rackandsoul,8.0,1.0
240697,7.0,rackandsoul,6.0,1.0
239335,7.0,rockinghorse,8.0,1.0
245374,7.0,rockinghorse,1.0,1.0
237926,7.0,sargesdeli,5.0,1.0
239367,7.0,sargesdeli,8.0,1.0
240771,7.0,sargesdeli,6.0,1.0
245501,7.0,sargesdeli,1.0,1.0
238157,7.0,takahachitribeca,5.0,1.0
239439,7.0,takahachitribeca,8.0,1.0
239443,7.0,taormina,8.0,1.0
245819,7.0,taormina,1.0,1.0
239455,7.0,theamerican,8.0,1.0
245877,7.0,theamerican,1.0,1.0
238263,7.0,thepinkteacup,5.0,1.0
239464,7.0,thepinkteacup,8.0,1.0
239466,7.0,theplaceonwest10th,8.0,1.0
245930,7.0,theplaceonwest10th,1.0,0.0
146822,4.0,upstairs,8.0,0.0
238379,7.0,upstairs,5.0,1.0
223779,7.0,yozakurakushiyakibar,2.0,1.0
239532,7.0,yozakurakushiyakibar,8.0,1.0
221224,7.0,508,2.0,1.0
235758,7.0,508,5.0,1.0
239550,7.0,508,6.0,1.0
235759,7.0,540park,5.0,1.0
239560,7.0,540park,6.0,1.0
239563,7.0,asaltandbattery,6.0,1.0
241129,7.0,asaltandbattery,7.0,1.0
239638,7.0,arte,6.0,1.0
242654,7.0,arte,1.0,1.0
235932,7.0,babouche,5.0,1.0
239666,7.0,babouche,6.0,1.0
242709,7.0,babouche,1.0,1.0
215715,7.0,barcarrera,0.0,1.0
235972,7.0,barcarrera,5.0,1.0
239686,7.0,barcarrera,6.0,1.0
236045,7.0,bigjohn,5.0,1.0
239731,7.0,bigjohn,6.0,1.0
242851,7.0,bigjohn,1.0,1.0
236071,7.0,blossomvegetarianrestaurant,5.0,1.0
239749,7.0,blossomvegetarianrestaurant,6.0,1.0
236080,7.0,bluepoint,5.0,1.0
239755,7.0,bluepoint,6.0,1.0
236101,7.0,boka,5.0,1.0
239772,7.0,boka,6.0,1.0
241311,7.0,boka,7.0,1.0
236103,7.0,bombayfrankie,5.0,1.0
239774,7.0,bombayfrankie,6.0,1.0
236128,7.0,boutiquedelvino,5.0,1.0
239788,7.0,boutiquedelvino,6.0,1.0
239803,7.0,breadandolive,6.0,1.0
241331,7.0,breadandolive,7.0,1.0
236166,7.0,bryantparkcafeandgrill,5.0,1.0
239820,7.0,bryantparkcafeandgrill,6.0,1.0
216112,7.0,butcherbay,0.0,1.0
221625,7.0,butcherbay,2.0,1.0
236189,7.0,butcherbay,5.0,1.0
239834,7.0,butcherbay,6.0,1.0
241349,7.0,butcherbay,7.0,1.0
236282,7.0,carbone,5.0,1.0
239889,7.0,carbone,6.0,1.0
236317,7.0,centralparkboathouserestaurant,5.0,1.0
239913,7.0,centralparkboathouserestaurant,6.0,1.0
236323,7.0,chaihomekitchen,5.0,1.0
239916,7.0,chaihomekitchen,6.0,1.0
236331,7.0,chatnoir,5.0,1.0
239917,7.0,chatnoir,6.0,1.0
243211,7.0,chatnoir,1.0,1.0
236393,7.0,citylobsterandcrabcompany,5.0,1.0
239952,7.0,citylobsterandcrabcompany,6.0,1.0
216583,7.0,clowinebar,0.0,1.0
239954,7.0,clowinebar,6.0,1.0
221830,7.0,co,2.0,1.0
236396,7.0,co,5.0,1.0
239956,7.0,co,6.0,1.0
241461,7.0,co,7.0,1.0
236471,7.0,dakshinindianbistro,5.0,0.0
240001,7.0,dakshinindianbistro,6.0,1.0
241512,7.0,dakshinindianbistro,7.0,1.0
236557,7.0,ducale,5.0,1.0
240042,7.0,ducale,6.0,1.0
240049,7.0,eastvillageyachtclub,6.0,0.0
243573,7.0,eastvillageyachtclub,1.0,1.0
236609,7.0,elyssadido,5.0,0.0
240074,7.0,elyssadido,6.0,1.0
243636,7.0,elyssadido,1.0,1.0
236651,7.0,fanelliscafe,5.0,1.0
240096,7.0,fanelliscafe,6.0,1.0
243709,7.0,fanelliscafe,1.0,1.0
240104,7.0,figandolive,6.0,1.0
241647,7.0,figandolive,7.0,1.0
236712,7.0,fredsatbarneys,5.0,1.0
240129,7.0,fredsatbarneys,6.0,1.0
236749,7.0,gazalaplace,5.0,1.0
240151,7.0,gazalaplace,6.0,1.0
240215,7.0,hiphopchow,6.0,0.0
244031,7.0,hiphopchow,1.0,1.0
230329,7.0,jacksrestaurantandbar,4.0,1.0
240263,7.0,jacksrestaurantandbar,6.0,1.0
237035,7.0,juniorsrestaurant,5.0,1.0
240293,7.0,juniorsrestaurant,6.0,1.0
237044,7.0,kambiramenhouse,5.0,1.0
240296,7.0,kambiramenhouse,6.0,1.0
241784,7.0,kambiramenhouse,7.0,1.0
237099,7.0,kurasushi,5.0,1.0
240326,7.0,kurasushi,6.0,1.0
